Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
SLK066,75066_12,75066_12,SLK066_1,SLK066_1_M,"POLYGON ((100.62551 -0.80242, 100.625789 -0.801379, 100.625923 -0.801424, 100.626049 -0.801486, 100.626166 -0.801565, 100.626272 -0.801658, 100.62551 -0.80242))"
SLK046,681046_12,681046_12,SLK046_1,SLK046_1_M,"POLYGON ((100.75087 -0.79734, 100.751149 -0.796299, 100.751283 -0.796344, 100.751409 -0.796406, 100.751526 -0.796485, 100.751632 -0.796578, 100.75087 -0.79734))"
UJT529,53529_12,53529_12,UJT529_1,UJT529_1_M,"POLYGON ((101.07258 1.68283, 101.073342 1.683592, 101.073435 1.683486, 101.073514 1.683369, 101.073576 1.683243, 101.073621 1.683109, 101.07258 1.68283))"
TAK135,50135_12,50135_12,TAK135_1,TAK135_1_M,"POLYGON ((101.80244 -0.4791, 101.802534 -0.478026, 101.802673 -0.478048, 101.802809 -0.478087, 101.802938 -0.478144, 101.803058 -0.478217, 101.80244 -0.4791))"
SSI159,55159_12,55159_12,SSI159_1,SSI159_1_M,"POLYGON ((101.62524 0.69986, 101.625334 0.700934, 101.625473 0.700912, 101.625609 0.700873, 101.625738 0.700816, 101.625858 0.700743, 101.62524 0.69986))"
UJT840,53840_12,53840_12,UJT840_1,UJT840_1_M,"POLYGON ((100.3896 1.69887, 100.390218 1.699753, 100.390328 1.699665, 100.390426 1.699563, 100.390509 1.699449, 100.390577 1.699326, 100.3896 1.69887))"
PNN132,72132_12,72132_12,PNN132_1,PNN132_1_M,"POLYGON ((100.69329 -1.6718, 100.694331 -1.671521, 100.694359 -1.671659, 100.694368 -1.6718, 100.694359 -1.671941, 100.694331 -1.672079, 100.69329 -1.6718))"
PNN032,72032_12,72032_12,PNN032_1,PNN032_1_M,"POLYGON ((100.86841 -1.94018, 100.869387 -1.939724, 100.869438 -1.939856, 100.869472 -1.939993, 100.869487 -1.940133, 100.869484 -1.940274, 100.86841 -1.94018))"
PNN117,72117_12,72117_12,PNN117_1,PNN117_1_M,"POLYGON ((100.4899 -1.13526, 100.489994 -1.134186, 100.490133 -1.134208, 100.490269 -1.134247, 100.490398 -1.134304, 100.490518 -1.134377, 100.4899 -1.13526))"
PNN216,72216_12,72216_12,PNN216_1,PNN216_1_M,"POLYGON ((100.64522 -1.58799, 100.645982 -1.587228, 100.646075 -1.587334, 100.646154 -1.587451, 100.646216 -1.587577, 100.646261 -1.587711, 100.64522 -1.58799))"
TPI520,470520_12,470520_12,TPI520_1,TPI520_1_M,"POLYGON ((104.4715 1.01532, 104.471687 1.016382, 104.471824 1.016348, 104.471956 1.016297, 104.472079 1.016229, 104.472193 1.016146, 104.4715 1.01532))"
TAK148,50148_12,50148_12,TAK148_1,TAK148_1_M,"POLYGON ((101.64181 -0.51286, 101.642636 -0.513553, 101.642538 -0.513655, 101.642428 -0.513743, 101.642308 -0.513816, 101.642179 -0.513873, 101.64181 -0.51286))"
SLK543,75543_12,75543_12,SLK543_1,SLK543_1_M,"POLYGON ((100.53447 -0.66669, 100.535353 -0.666072, 100.535426 -0.666192, 100.535483 -0.666321, 100.535522 -0.666457, 100.535544 -0.666596, 100.53447 -0.66669))"
SLK063,75063_12,75063_12,SLK063_1,SLK063_1_M,"POLYGON ((101.31657 -1.46518, 101.317611 -1.464901, 101.317639 -1.465039, 101.317648 -1.46518, 101.317639 -1.465321, 101.317611 -1.465459, 101.31657 -1.46518))"
TAK641,480641_12,480641_12,TAK641_1,TAK641_1_M,"POLYGON ((101.13025 -0.09621, 101.131133 -0.095592, 101.131206 -0.095712, 101.131263 -0.095841, 101.131302 -0.095977, 101.131324 -0.096116, 101.13025 -0.09621))"
RGT164,48164_12,48164_12,RGT164_1,RGT164_1_M,"POLYGON ((102.26376 -0.62763, 102.263304 -0.626653, 102.263436 -0.626602, 102.263573 -0.626568, 102.263713 -0.626553, 102.263854 -0.626556, 102.26376 -0.62763))"
TBK172,57172_12,57172_12,TBK172_1,TBK172_1_M,"POLYGON ((103.35507 0.74507, 103.354791 0.746111, 103.354929 0.746139, 103.35507 0.746148, 103.355211 0.746139, 103.355349 0.746111, 103.35507 0.74507))"
TAK128,480128_12,480128_12,TAK128_1,TAK128_1_M,"POLYGON ((101.77787 -0.3894, 101.777591 -0.388359, 101.777729 -0.388331, 101.77787 -0.388322, 101.778011 -0.388331, 101.778149 -0.388359, 101.77787 -0.3894))"
TBH681,47681_12,47681_12,TBH681_1,TBH681_1_M,"POLYGON ((103.40188 -0.60472, 103.401601 -0.603679, 103.401739 -0.603651, 103.40188 -0.603642, 103.402021 -0.603651, 103.402159 -0.603679, 103.40188 -0.60472))"
PAY565,71565_12,71565_12,PAY565_1,PAY565_1_M,"POLYGON ((100.4435 -0.03857, 100.444541 -0.038849, 100.444496 -0.038983, 100.444434 -0.039109, 100.444355 -0.039226, 100.444262 -0.039332, 100.4435 -0.03857))"
UJT539,483539_12,483539_12,UJT539_1,UJT539_1_M,"POLYGON ((100.35872 1.85263, 100.358999 1.853671, 100.359133 1.853626, 100.359259 1.853564, 100.359376 1.853485, 100.359482 1.853392, 100.35872 1.85263))"
BKG795,49795_12,49795_12,BKG795_1,BKG795_1_M,"POLYGON ((101.0982 0.79834, 101.097921 0.799381, 101.098059 0.799409, 101.0982 0.799418, 101.098341 0.799409, 101.098479 0.799381, 101.0982 0.79834))"
BLS321,45321_12,45321_12,BLS321_1,BLS321_1_M,"POLYGON ((102.92355 0.78515, 102.924006 0.786127, 102.924129 0.786059, 102.924243 0.785976, 102.924345 0.785878, 102.924433 0.785768, 102.92355 0.78515))"
BKG014,49014_12,49014_12,BKG014_1,BKG014_1_M,"POLYGON ((101.22273 0.53332, 101.223009 0.534361, 101.223143 0.534316, 101.223269 0.534254, 101.223386 0.534175, 101.223492 0.534082, 101.22273 0.53332))"
BKG058,479058_12,479058_12,BKG058_1,BKG058_1_M,"POLYGON ((101.47721 0.20162, 101.478284 0.201714, 101.478287 0.201573, 101.478272 0.201433, 101.478238 0.201296, 101.478187 0.201164, 101.47721 0.20162))"
BKG063,479063_12,479063_12,BKG063_1,BKG063_1_M,"POLYGON ((101.08838 -0.16884, 101.088474 -0.167766, 101.088613 -0.167788, 101.088749 -0.167827, 101.088878 -0.167884, 101.088998 -0.167957, 101.08838 -0.16884))"
BKG077,479077_12,479077_12,BKG077_1,BKG077_1_M,"POLYGON ((101.15318 0.8113, 101.153942 0.810538, 101.153836 0.810445, 101.153719 0.810366, 101.153593 0.810304, 101.153459 0.810259, 101.15318 0.8113))"
BKG083,479083_12,479083_12,BKG083_1,BKG083_1_M,"POLYGON ((101.40861 0.29285, 101.408704 0.293924, 101.408843 0.293902, 101.408979 0.293863, 101.409108 0.293806, 101.409228 0.293733, 101.40861 0.29285))"
BKG101,479101_12,479101_12,BKG101_1,BKG101_1_M,"POLYGON ((100.5555 0.35485, 100.556118 0.355733, 100.556228 0.355645, 100.556326 0.355543, 100.556409 0.355429, 100.556477 0.355306, 100.5555 0.35485))"
BKG107,49107_12,49107_12,BKG107_1,BKG107_1_M,"POLYGON ((101.12856 0.36513, 101.128839 0.366171, 101.128973 0.366126, 101.129099 0.366064, 101.129216 0.365985, 101.129322 0.365892, 101.12856 0.36513))"
BKG206,479206_12,479206_12,BKG206_1,BKG206_1_M,"POLYGON ((100.81007 0.43109, 100.810526 0.432067, 100.810649 0.431999, 100.810763 0.431916, 100.810865 0.431818, 100.810953 0.431708, 100.81007 0.43109))"
BKG778,49778_12,49778_12,BKG778_1,BKG778_1_M,"POLYGON ((101.35757 0.38115, 101.357849 0.382191, 101.357983 0.382146, 101.358109 0.382084, 101.358226 0.382005, 101.358332 0.381912, 101.35757 0.38115))"
BLS006,471006_12,471006_12,BLS006_1,BLS006_1_M,"POLYGON ((101.18058 0.92357, 101.181621 0.923849, 101.181649 0.923711, 101.181658 0.92357, 101.181649 0.923429, 101.181621 0.923291, 101.18058 0.92357))"
MSJ120,73120_12,73120_12,MSJ120_1,MSJ120_1_M,"POLYGON ((101.35768 -0.99926, 101.358136 -0.998283, 101.358259 -0.998351, 101.358373 -0.998434, 101.358475 -0.998532, 101.358563 -0.998642, 101.35768 -0.99926))"
UJT051,53051_12,53051_12,UJT051_1,UJT051_1_M,"POLYGON ((100.61101 2.09478, 100.612051 2.095059, 100.612079 2.094921, 100.612088 2.09478, 100.612079 2.094639, 100.612051 2.094501, 100.61101 2.09478))"
BLS134,45134_12,45134_12,BLS134_1,BLS134_1_M,"POLYGON ((102.86553 1.09505, 102.866507 1.095506, 102.866558 1.095374, 102.866592 1.095237, 102.866607 1.095097, 102.866604 1.094956, 102.86553 1.09505))"
PKR074,52074_12,52074_12,PKR074_1,PKR074_1_M,"POLYGON ((102.09905 -0.11186, 102.099329 -0.110819, 102.099463 -0.110864, 102.099589 -0.110926, 102.099706 -0.111005, 102.099812 -0.111098, 102.09905 -0.11186))"
RGT510,48510_12,48510_12,RGT510_1,RGT510_1_M,"POLYGON ((102.49186 -0.63962, 102.492316 -0.638643, 102.492439 -0.638711, 102.492553 -0.638794, 102.492655 -0.638892, 102.492743 -0.639002, 102.49186 -0.63962))"
RGT625,48625_12,48625_12,RGT625_1,RGT625_1_M,"POLYGON ((102.10956 -0.51937, 102.109466 -0.518296, 102.109607 -0.518293, 102.109747 -0.518308, 102.109884 -0.518342, 102.110016 -0.518393, 102.10956 -0.51937))"
PKR533,52533_12,52533_12,PKR533_1,PKR533_1_M,"POLYGON ((102.87629 0.25446, 102.877052 0.255222, 102.877145 0.255116, 102.877224 0.254999, 102.877286 0.254873, 102.877331 0.254739, 102.87629 0.25446))"
PKR116,52116_12,52116_12,PKR116_1,PKR116_1_M,"POLYGON ((103.15371 0.39721, 103.154751 0.396931, 103.154706 0.396797, 103.154644 0.396671, 103.154565 0.396554, 103.154472 0.396448, 103.15371 0.39721))"
UJT501,53501_12,53501_12,UJT501_1,UJT501_1_M,"POLYGON ((100.89321 2.02478, 100.893828 2.025663, 100.893938 2.025575, 100.894036 2.025473, 100.894119 2.025359, 100.894187 2.025236, 100.89321 2.02478))"
UJT095,53095_12,53095_12,UJT095_1,UJT095_1_M,"POLYGON ((100.93626 2.27796, 100.937237 2.278416, 100.937288 2.278284, 100.937322 2.278147, 100.937337 2.278007, 100.937334 2.277866, 100.93626 2.27796))"
TBH679,47679_12,47679_12,TBH679_1,TBH679_1_M,"POLYGON ((103.48948 -0.25169, 103.490242 -0.250928, 103.490335 -0.251034, 103.490414 -0.251151, 103.490476 -0.251277, 103.490521 -0.251411, 103.48948 -0.25169))"
DUM187,46187_12,46187_12,DUM187_1,DUM187_1_M,"POLYGON ((101.61943 1.6989, 101.620048 1.699783, 101.620158 1.699695, 101.620256 1.699593, 101.620339 1.699479, 101.620407 1.699356, 101.61943 1.6989))"
MSJ015,73015_12,73015_12,MSJ015_1,MSJ015_1_M,"POLYGON ((101.65153 -1.16828, 101.652413 -1.167662, 101.652486 -1.167782, 101.652543 -1.167911, 101.652582 -1.168047, 101.652604 -1.168186, 101.65153 -1.16828))"
PPN255,485255_12,485255_12,PPN255_1,PPN255_1_M,"POLYGON ((100.65548 0.55375, 100.656242 0.554512, 100.656335 0.554406, 100.656414 0.554289, 100.656476 0.554163, 100.656521 0.554029, 100.65548 0.55375))"
UJT701,483701_12,483701_12,UJT701_1,UJT701_1_M,"POLYGON ((100.86572 1.68609, 100.865814 1.687164, 100.865953 1.687142, 100.866089 1.687103, 100.866218 1.687046, 100.866338 1.686973, 100.86572 1.68609))"
UJT043,53043_12,53043_12,UJT043_1,UJT043_1_M,"POLYGON ((100.48006 1.8792, 100.480678 1.878317, 100.480558 1.878244, 100.480429 1.878187, 100.480293 1.878148, 100.480154 1.878126, 100.48006 1.8792))"
TAK038,480038_12,480038_12,TAK038_1,TAK038_1_M,"POLYGON ((101.43183 -0.21254, 101.431551 -0.211499, 101.431689 -0.211471, 101.43183 -0.211462, 101.431971 -0.211471, 101.432109 -0.211499, 101.43183 -0.21254))"
UJT272,53272_12,53272_12,UJT272_1,UJT272_1_M,"POLYGON ((100.9864 2.28357, 100.986679 2.284611, 100.986813 2.284566, 100.986939 2.284504, 100.987056 2.284425, 100.987162 2.284332, 100.9864 2.28357))"
RAI512,60512_12,60512_12,RAI512_1,RAI512_1_M,"POLYGON ((107.77096 2.99492, 107.772001 2.995199, 107.772029 2.995061, 107.772038 2.99492, 107.772029 2.994779, 107.772001 2.994641, 107.77096 2.99492))"
RAI011,469011_12,469011_12,RAI011_1,RAI011_1_M,"POLYGON ((108.36245 3.78327, 108.362729 3.784311, 108.362863 3.784266, 108.362989 3.784204, 108.363106 3.784125, 108.363212 3.784032, 108.36245 3.78327))"
RAI514,60514_12,60514_12,RAI514_1,RAI514_1_M,"POLYGON ((109.02513 2.50917, 109.026013 2.509788, 109.026086 2.509668, 109.026143 2.509539, 109.026182 2.509403, 109.026204 2.509264, 109.02513 2.50917))"
RAI515,60515_12,60515_12,RAI515_1,RAI515_1_M,"POLYGON ((105.70931 2.9882, 105.710193 2.987582, 105.710105 2.987472, 105.710003 2.987374, 105.709889 2.987291, 105.709766 2.987223, 105.70931 2.9882))"
RGT059,478059_12,478059_12,RGT059_1,RGT059_1_M,"POLYGON ((101.98704 -0.63965, 101.986946 -0.638576, 101.987087 -0.638573, 101.987227 -0.638588, 101.987364 -0.638622, 101.987496 -0.638673, 101.98704 -0.63965))"
TPI244,58244_12,58244_12,TPI244_1,TPI244_1_M,"POLYGON ((104.62653 0.99269, 104.627571 0.992969, 104.627599 0.992831, 104.627608 0.99269, 104.627599 0.992549, 104.627571 0.992411, 104.62653 0.99269))"
TPI634,58634_12,58634_12,TPI634_1,TPI634_1_M,"POLYGON ((104.29097 1.12911, 104.292011 1.129389, 104.292039 1.129251, 104.292048 1.12911, 104.292039 1.128969, 104.292011 1.128831, 104.29097 1.12911))"
TPI016,58016_12,58016_12,TPI016_1,TPI016_1_M,"POLYGON ((104.63215 -0.16114, 104.633191 -0.161419, 104.633146 -0.161553, 104.633084 -0.161679, 104.633005 -0.161796, 104.632912 -0.161902, 104.63215 -0.16114))"
SSI505,486505_12,486505_12,SSI505_1,SSI505_1_M,"POLYGON ((102.07389 0.76365, 102.074169 0.764691, 102.074303 0.764646, 102.074429 0.764584, 102.074546 0.764505, 102.074652 0.764412, 102.07389 0.76365))"
PAR070,660070_12,660070_12,PAR070_1,PAR070_1_M,"POLYGON ((100.03832 -0.49847, 100.038599 -0.497429, 100.038733 -0.497474, 100.038859 -0.497536, 100.038976 -0.497615, 100.039082 -0.497708, 100.03832 -0.49847))"
PKR576,52576_12,52576_12,PKR576_1,PKR576_1_M,"POLYGON ((102.16267 -0.01214, 102.163432 -0.011378, 102.163525 -0.011484, 102.163604 -0.011601, 102.163666 -0.011727, 102.163711 -0.011861, 102.16267 -0.01214))"
RAI059,469059_12,469059_12,RAI059_1,RAI059_1_M,"POLYGON ((108.14591 3.86369, 108.146366 3.864667, 108.146489 3.864599, 108.146603 3.864516, 108.146705 3.864418, 108.146793 3.864308, 108.14591 3.86369))"
UJT526,53526_12,53526_12,UJT526_1,UJT526_1_M,"POLYGON ((100.46278 1.67548, 100.463542 1.676242, 100.463635 1.676136, 100.463714 1.676019, 100.463776 1.675893, 100.463821 1.675759, 100.46278 1.67548))"
BLS111,45111_12,45111_12,BLS111_1,BLS111_1_M,"POLYGON ((102.45885 1.01223, 102.459676 1.012923, 102.459759 1.012809, 102.459827 1.012686, 102.459878 1.012554, 102.459912 1.012417, 102.45885 1.01223))"
PKR129,52129_12,52129_12,PKR129_1,PKR129_1_M,"POLYGON ((103.06304 0.3652, 103.064081 0.365479, 103.064109 0.365341, 103.064118 0.3652, 103.064109 0.365059, 103.064081 0.364921, 103.06304 0.3652))"
TBH014,47014_12,47014_12,TBH014_1,TBH014_1_M,"POLYGON ((103.14932 0.23332, 103.149938 0.234203, 103.150048 0.234115, 103.150146 0.234013, 103.150229 0.233899, 103.150297 0.233776, 103.14932 0.23332))"
TBH103,47103_12,47103_12,TBH103_1,TBH103_1_M,"POLYGON ((103.40828 0.45304, 103.408559 0.454081, 103.408693 0.454036, 103.408819 0.453974, 103.408936 0.453895, 103.409042 0.453802, 103.40828 0.45304))"
PPN522,54522_12,54522_12,PPN522_1,PPN522_1_M,"POLYGON ((100.66483 0.58713, 100.665871 0.586851, 100.665826 0.586717, 100.665764 0.586591, 100.665685 0.586474, 100.665592 0.586368, 100.66483 0.58713))"
TPI578,470578_12,470578_12,TPI578_1,TPI578_1_M,"POLYGON ((104.75692 -0.20089, 104.757961 -0.201169, 104.757916 -0.201303, 104.757854 -0.201429, 104.757775 -0.201546, 104.757682 -0.201652, 104.75692 -0.20089))"
TPI588,470588_12,470588_12,TPI588_1,TPI588_1_M,"POLYGON ((104.19151 -0.38697, 104.192049 -0.386036, 104.192166 -0.386115, 104.192272 -0.386208, 104.192365 -0.386314, 104.192444 -0.386431, 104.19151 -0.38697))"
PKR292,52292_12,52292_12,PKR292_1,PKR292_1_M,"POLYGON ((102.07456 -0.26239, 102.075634 -0.262296, 102.075637 -0.262437, 102.075622 -0.262577, 102.075588 -0.262714, 102.075537 -0.262846, 102.07456 -0.26239))"
PNN330,72330_12,72330_12,PNN330_1,PNN330_1_M,"POLYGON ((100.60859 -1.26696, 100.60859 -1.265882, 100.608731 -1.265891, 100.608869 -1.265919, 100.609003 -1.265964, 100.609129 -1.266026, 100.60859 -1.26696))"
BTX025,737025_12,737025_12,BTX025_1,BTX025_1_M,"POLYGON ((103.95035 0.90579, 103.950444 0.906864, 103.950583 0.906842, 103.950719 0.906803, 103.950848 0.906746, 103.950968 0.906673, 103.95035 0.90579))"
PKR661,52661_12,52661_12,PKR661_1,PKR661_1_M,"POLYGON ((102.19497 -0.00264, 102.194691 -0.001599, 102.194829 -0.001571, 102.19497 -0.001562, 102.195111 -0.001571, 102.195249 -0.001599, 102.19497 -0.00264))"
TPI248,58248_12,58248_12,TPI248_1,TPI248_1_M,"POLYGON ((104.59047 0.9833, 104.591088 0.984183, 104.591198 0.984095, 104.591296 0.983993, 104.591379 0.983879, 104.591447 0.983756, 104.59047 0.9833))"
SLK041,681041_12,681041_12,SLK041_1,SLK041_1_M,"POLYGON ((101.44215 -1.37745, 101.442976 -1.376757, 101.443059 -1.376871, 101.443127 -1.376994, 101.443178 -1.377126, 101.443212 -1.377263, 101.44215 -1.37745))"
UJT026,483026_12,483026_12,UJT026_1,UJT026_1_M,"POLYGON ((100.52273 1.50643, 100.523707 1.506886, 100.523758 1.506754, 100.523792 1.506617, 100.523807 1.506477, 100.523804 1.506336, 100.52273 1.50643))"
TBH693,47693_12,47693_12,TBH693_1,TBH693_1_M,"POLYGON ((103.59572 -0.27251, 103.596697 -0.272054, 103.596748 -0.272186, 103.596782 -0.272323, 103.596797 -0.272463, 103.596794 -0.272604, 103.59572 -0.27251))"
TBH073,47073_12,47073_12,TBH073_1,TBH073_1_M,"POLYGON ((102.76592 -0.46087, 102.765641 -0.459829, 102.765779 -0.459801, 102.76592 -0.459792, 102.766061 -0.459801, 102.766199 -0.459829, 102.76592 -0.46087))"
MSJ010,73010_12,73010_12,MSJ010_1,MSJ010_1_M,"POLYGON ((101.69521 -1.07483, 101.695489 -1.073789, 101.695623 -1.073834, 101.695749 -1.073896, 101.695866 -1.073975, 101.695972 -1.074068, 101.69521 -1.07483))"
BLS058,471058_12,471058_12,BLS058_1,BLS058_1_M,"POLYGON ((102.39262 1.34489, 102.392989 1.343877, 102.392853 1.343838, 102.392714 1.343816, 102.392573 1.343813, 102.392433 1.343828, 102.39262 1.34489))"
BLS064,45064_12,45064_12,BLS064_1,BLS064_1_M,"POLYGON ((102.95312 0.9453, 102.954097 0.944844, 102.954029 0.944721, 102.953946 0.944607, 102.953848 0.944505, 102.953738 0.944417, 102.95312 0.9453))"
BLS074,45074_12,45074_12,BLS074_1,BLS074_1_M,"POLYGON ((101.27217 1.08621, 101.272996 1.086903, 101.273079 1.086789, 101.273147 1.086666, 101.273198 1.086534, 101.273232 1.086397, 101.27217 1.08621))"
BLS102,45102_12,45102_12,BLS102_1,BLS102_1_M,"POLYGON ((102.76271 0.93924, 102.763472 0.940002, 102.763565 0.939896, 102.763644 0.939779, 102.763706 0.939653, 102.763751 0.939519, 102.76271 0.93924))"
BLS113,45113_12,45113_12,BLS113_1,BLS113_1_M,"POLYGON ((100.96154 1.38459, 100.961261 1.385631, 100.961399 1.385659, 100.96154 1.385668, 100.961681 1.385659, 100.961819 1.385631, 100.96154 1.38459))"
BLS141,471141_12,471141_12,BLS141_1,BLS141_1_M,"POLYGON ((101.27962 1.59323, 101.280382 1.593992, 101.280475 1.593886, 101.280554 1.593769, 101.280616 1.593643, 101.280661 1.593509, 101.27962 1.59323))"
BLS167,45167_12,45167_12,BLS167_1,BLS167_1_M,"POLYGON ((103.03476 0.80912, 103.035522 0.809882, 103.035615 0.809776, 103.035694 0.809659, 103.035756 0.809533, 103.035801 0.809399, 103.03476 0.80912))"
BLS170,45170_12,45170_12,BLS170_1,BLS170_1_M,"POLYGON ((102.58166 1.03975, 102.582116 1.040727, 102.582239 1.040659, 102.582353 1.040576, 102.582455 1.040478, 102.582543 1.040368, 102.58166 1.03975))"
BLS178,471178_12,471178_12,BLS178_1,BLS178_1_M,"POLYGON ((101.17755 1.49486, 101.177271 1.495901, 101.177409 1.495929, 101.17755 1.495938, 101.177691 1.495929, 101.177829 1.495901, 101.17755 1.49486))"
BLS181,45181_12,45181_12,BLS181_1,BLS181_1_M,"POLYGON ((100.86444 1.43428, 100.865323 1.434898, 100.865396 1.434778, 100.865453 1.434649, 100.865492 1.434513, 100.865514 1.434374, 100.86444 1.43428))"
BLS184,45184_12,45184_12,BLS184_1,BLS184_1_M,"POLYGON ((101.35054 1.17201, 101.351581 1.172289, 101.351609 1.172151, 101.351618 1.17201, 101.351609 1.171869, 101.351581 1.171731, 101.35054 1.17201))"
BLS191,45191_12,45191_12,BLS191_1,BLS191_1_M,"POLYGON ((101.36597 1.05178, 101.365691 1.052821, 101.365829 1.052849, 101.36597 1.052858, 101.366111 1.052849, 101.366249 1.052821, 101.36597 1.05178))"
BLS273,45273_12,45273_12,BLS273_1,BLS273_1_M,"POLYGON ((102.24526 1.55999, 102.245166 1.561064, 102.245307 1.561067, 102.245447 1.561052, 102.245584 1.561018, 102.245716 1.560967, 102.24526 1.55999))"
BLS666,471666_12,471666_12,BLS666_1,BLS666_1_M,"POLYGON ((102.4892 1.35325, 102.489479 1.352209, 102.489341 1.352181, 102.4892 1.352172, 102.489059 1.352181, 102.488921 1.352209, 102.4892 1.35325))"
BLS667,45667_12,45667_12,BLS667_1,BLS667_1_M,"POLYGON ((100.95153 1.2553, 100.952507 1.255756, 100.952558 1.255624, 100.952592 1.255487, 100.952607 1.255347, 100.952604 1.255206, 100.95153 1.2553))"
BLS713,45713_12,45713_12,BLS713_1,BLS713_1_M,"POLYGON ((102.44167 1.04438, 102.441391 1.045421, 102.441529 1.045449, 102.44167 1.045458, 102.441811 1.045449, 102.441949 1.045421, 102.44167 1.04438))"
BSK007,76007_12,76007_12,BSK007_1,BSK007_1_M,"POLYGON ((100.76149 -0.54776, 100.761584 -0.546686, 100.761723 -0.546708, 100.761859 -0.546747, 100.761988 -0.546804, 100.762108 -0.546877, 100.76149 -0.54776))"
BTM566,59566_12,59566_12,BTM566_1,BTM566_1_M,"POLYGON ((104.13022 0.90058, 104.131282 0.900393, 104.131248 0.900256, 104.131197 0.900124, 104.131129 0.900001, 104.131046 0.899887, 104.13022 0.90058))"
BTM567,59567_12,59567_12,BTM567_1,BTM567_1_M,"POLYGON ((104.17351 0.8425, 104.174551 0.842779, 104.174579 0.842641, 104.174588 0.8425, 104.174579 0.842359, 104.174551 0.842221, 104.17351 0.8425))"
DUM001,46001_12,46001_12,DUM001_1,DUM001_1_M,"POLYGON ((101.50454 1.65479, 101.505581 1.655069, 101.505609 1.654931, 101.505618 1.65479, 101.505609 1.654649, 101.505581 1.654511, 101.50454 1.65479))"
DUM080,46080_12,46080_12,DUM080_1,DUM080_1_M,"POLYGON ((101.45961 1.52471, 101.460587 1.525166, 101.460638 1.525034, 101.460672 1.524897, 101.460687 1.524757, 101.460684 1.524616, 101.45961 1.52471))"
DUM127,476127_12,476127_12,DUM127_1,DUM127_1_M,"POLYGON ((101.41984 1.82702, 101.419561 1.828061, 101.419699 1.828089, 101.41984 1.828098, 101.419981 1.828089, 101.420119 1.828061, 101.41984 1.82702))"
DUM664,46664_12,46664_12,DUM664_1,DUM664_1_M,"POLYGON ((101.26823 2.06453, 101.269207 2.064074, 101.269139 2.063951, 101.269056 2.063837, 101.268958 2.063735, 101.268848 2.063647, 101.26823 2.06453))"
LBB081,64081_12,64081_12,LBB081_1,LBB081_1_M,"POLYGON ((100.23021 -0.12349, 100.230828 -0.124373, 100.230708 -0.124446, 100.230579 -0.124503, 100.230443 -0.124542, 100.230304 -0.124564, 100.23021 -0.12349))"
LBB210,64210_12,64210_12,LBB210_1,LBB210_1_M,"POLYGON ((100.00653 -0.22308, 100.006251 -0.222039, 100.006389 -0.222011, 100.00653 -0.222002, 100.006671 -0.222011, 100.006809 -0.222039, 100.00653 -0.22308))"
LSK072,70072_12,70072_12,LSK072_1,LSK072_1_M,"POLYGON ((99.88475 0.12374, 99.885289 0.124674, 99.885406 0.124595, 99.885512 0.124502, 99.885605 0.124396, 99.885684 0.124279, 99.88475 0.12374))"
LSK092,70092_12,70092_12,LSK092_1,LSK092_1_M,"POLYGON ((99.98919 -0.06278, 99.990203 -0.062411, 99.990242 -0.062547, 99.990264 -0.062686, 99.990267 -0.062827, 99.990252 -0.062967, 99.98919 -0.06278))"
