Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
TBH001,47001_35,47001_35,TBH001_3,TBH001_3_M,"POLYGON ((102.96079 -0.56523, 102.960422 -0.564972, 102.960459 -0.564927, 102.960501 -0.564886, 102.960549 -0.564851, 102.9606 -0.564823, 102.96079 -0.56523))"
MSJ147,728147_35,728147_35,MSJ147_3,MSJ147_3_M,"POLYGON ((101.74038 -1.22458, 101.739933 -1.224541, 101.739941 -1.224483, 101.739958 -1.224426, 101.739982 -1.224373, 101.740012 -1.224322, 101.74038 -1.22458))"
PKR140,738140_35,738140_35,PKR140_3,PKR140_3_M,"POLYGON ((102.07129 0.13098, 102.071032 0.130612, 102.070987 0.130649, 102.070946 0.130691, 102.070911 0.130739, 102.070883 0.13079, 102.07129 0.13098))"
TAK057,738057_35,738057_35,TAK057_3,TAK057_3_M,"POLYGON ((101.53026 -0.28931, 101.529826 -0.289426, 101.529815 -0.289369, 101.529811 -0.28931, 101.529815 -0.289251, 101.529826 -0.289194, 101.53026 -0.28931))"
PAY126,728126_35,728126_35,PAY126_3,PAY126_3_M,"POLYGON ((100.66134 -0.16755, 100.660906 -0.167434, 100.660925 -0.167378, 100.660951 -0.167325, 100.660984 -0.167277, 100.661022 -0.167232, 100.66134 -0.16755))"
PPN397,738397_35,738397_35,PPN397_3,PPN397_3_M,"POLYGON ((100.58916 0.78253, 100.589276 0.782096, 100.589219 0.782085, 100.58916 0.782081, 100.589101 0.782085, 100.589044 0.782096, 100.58916 0.78253))"
RGT262,739262_35,739262_35,RGT262_3,RGT262_3_M,"POLYGON ((102.27304 -0.30754, 102.272722 -0.307858, 102.272684 -0.307813, 102.272651 -0.307765, 102.272625 -0.307712, 102.272606 -0.307656, 102.27304 -0.30754))"
PKR946,738946_35,738946_35,PKR946_3,PKR946_3_M,"POLYGON ((101.75454 0.14969, 101.754424 0.149256, 101.754368 0.149275, 101.754315 0.149301, 101.754267 0.149334, 101.754222 0.149372, 101.75454 0.14969))"
BLS019,471019_35,471019_35,BLS019_3,BLS019_3_M,"POLYGON ((101.13439 1.36443, 101.133983 1.36424, 101.133962 1.364295, 101.133948 1.364352, 101.133941 1.36441, 101.133943 1.364469, 101.13439 1.36443))"
BLS069,45069_35,45069_35,BLS069_3,BLS069_3_M,"POLYGON ((101.1967 1.2738, 101.19651 1.273393, 101.196459 1.273421, 101.196411 1.273456, 101.196369 1.273497, 101.196332 1.273542, 101.1967 1.2738))"
BLS133,45133_35,45133_35,BLS133_3,BLS133_3_M,"POLYGON ((101.27424 1.17403, 101.273806 1.173914, 101.273795 1.173971, 101.273791 1.17403, 101.273795 1.174089, 101.273806 1.174146, 101.27424 1.17403))"
BLS543,45543_35,45543_35,BLS543_3,BLS543_3_M,"POLYGON ((102.17417 1.52651, 102.173852 1.526192, 102.173814 1.526237, 102.173781 1.526285, 102.173755 1.526338, 102.173736 1.526394, 102.17417 1.52651))"
DUM227,476227_35,476227_35,DUM227_3,DUM227_3_M,"POLYGON ((101.48203 1.51432, 101.481623 1.51451, 101.481651 1.514561, 101.481686 1.514609, 101.481727 1.514651, 101.481772 1.514688, 101.48203 1.51432))"
DUM673,476673_35,476673_35,DUM673_3,DUM673_3_M,"POLYGON ((101.3519 1.5145, 101.351582 1.514182, 101.351544 1.514227, 101.351511 1.514275, 101.351485 1.514328, 101.351466 1.514384, 101.3519 1.5145))"
DUM688,476688_35,476688_35,DUM688_3,DUM688_3_M,"POLYGON ((101.33357 1.78084, 101.333202 1.780582, 101.333172 1.780633, 101.333148 1.780686, 101.333131 1.780743, 101.333123 1.780801, 101.33357 1.78084))"
BKG061,479061_35,479061_35,BKG061_3,BKG061_3_M,"POLYGON ((101.29118 0.08919, 101.290862 0.089508, 101.290907 0.089546, 101.290955 0.089579, 101.291008 0.089605, 101.291064 0.089624, 101.29118 0.08919))"
LBB244,487244_35,487244_35,LBB244_3,LBB244_3_M,"POLYGON ((100.06055 -0.20157, 100.060161 -0.201795, 100.060135 -0.201742, 100.060116 -0.201686, 100.060105 -0.201629, 100.060101 -0.20157, 100.06055 -0.20157))"
LSK012,70012_35,70012_35,LSK012_3,LSK012_3_M,"POLYGON ((99.60926 0.23609, 99.609002 0.236458, 99.609053 0.236488, 99.609106 0.236512, 99.609163 0.236529, 99.609221 0.236537, 99.60926 0.23609))"
LSK018,661018_35,661018_35,LSK018_3,LSK018_3_M,"POLYGON ((100.09175 0.30779, 100.091406 0.308079, 100.091447 0.308121, 100.091492 0.308158, 100.091543 0.308188, 100.091596 0.308212, 100.09175 0.30779))"
LSK103,70103_35,70103_35,LSK103_3,LSK103_3_M,"POLYGON ((100.08014 0.02911, 100.079693 0.029149, 100.079701 0.029207, 100.079718 0.029264, 100.079742 0.029317, 100.079772 0.029368, 100.08014 0.02911))"
LSK179,661179_35,661179_35,LSK179_3,LSK179_3_M,"POLYGON ((99.97843 0.22858, 99.978008 0.228734, 99.978032 0.228787, 99.978062 0.228838, 99.978099 0.228883, 99.978141 0.228924, 99.97843 0.22858))"
BKG088,49088_35,49088_35,BKG088_3,BKG088_3_M,"POLYGON ((101.32054 0.01065, 101.320106 0.010766, 101.320125 0.010822, 101.320151 0.010875, 101.320184 0.010923, 101.320222 0.010968, 101.32054 0.01065))"
MSJ012,73012_35,73012_35,MSJ012_3,MSJ012_3_M,"POLYGON ((100.91012 -0.44649, 100.909802 -0.446808, 100.909764 -0.446763, 100.909731 -0.446715, 100.909705 -0.446662, 100.909686 -0.446606, 100.91012 -0.44649))"
MSJ264,682264_35,682264_35,MSJ264_3,MSJ264_3_M,"POLYGON ((101.67635 -0.97121, 101.675943 -0.97102, 101.675971 -0.970969, 101.676006 -0.970921, 101.676047 -0.970879, 101.676092 -0.970842, 101.67635 -0.97121))"
MSJ267,73267_35,73267_35,MSJ267_3,MSJ267_3_M,"POLYGON ((101.23704 -0.65935, 101.236815 -0.658961, 101.236868 -0.658935, 101.236924 -0.658916, 101.236981 -0.658905, 101.23704 -0.658901, 101.23704 -0.65935))"
PAR110,69110_35,69110_35,PAR110_3,PAR110_3_M,"POLYGON ((100.20511 -0.60013, 100.204676 -0.600014, 100.204695 -0.599958, 100.204721 -0.599905, 100.204754 -0.599857, 100.204792 -0.599812, 100.20511 -0.60013))"
BKG131,479131_35,479131_35,BKG131_3,BKG131_3_M,"POLYGON ((101.62085 0.44165, 101.620416 0.441534, 101.620405 0.441591, 101.620401 0.44165, 101.620405 0.441709, 101.620416 0.441766, 101.62085 0.44165))"
BKG163,479163_35,479163_35,BKG163_3,BKG163_3_M,"POLYGON ((101.01606 0.01166, 101.015802 0.011292, 101.015757 0.011329, 101.015716 0.011371, 101.015681 0.011419, 101.015653 0.01147, 101.01606 0.01166))"
BKG187,49187_35,49187_35,BKG187_3,BKG187_3_M,"POLYGON ((101.21441 0.41711, 101.213976 0.416994, 101.213965 0.417051, 101.213961 0.41711, 101.213965 0.417169, 101.213976 0.417226, 101.21441 0.41711))"
BKG209,49209_35,49209_35,BKG209_3,BKG209_3_M,"POLYGON ((101.52358 0.21471, 101.523262 0.215028, 101.523307 0.215066, 101.523355 0.215099, 101.523408 0.215125, 101.523464 0.215144, 101.52358 0.21471))"
BKG295,479295_35,479295_35,BKG295_3,BKG295_3_M,"POLYGON ((101.21429 0.35848, 101.213972 0.358162, 101.213934 0.358207, 101.213901 0.358255, 101.213875 0.358308, 101.213856 0.358364, 101.21429 0.35848))"
BKG640,479640_35,479640_35,BKG640_3,BKG640_3_M,"POLYGON ((100.7502 0.52164, 100.749766 0.521756, 100.749785 0.521812, 100.749811 0.521865, 100.749844 0.521913, 100.749882 0.521958, 100.7502 0.52164))"
BKG695,479695_35,479695_35,BKG695_3,BKG695_3_M,"POLYGON ((101.02537 0.34566, 101.025145 0.345271, 101.025097 0.345304, 101.025052 0.345342, 101.025014 0.345387, 101.024981 0.345435, 101.02537 0.34566))"
BKT136,65136_35,65136_35,BKT136_3,BKT136_3_M,"POLYGON ((100.40984 -0.29365, 100.409406 -0.293766, 100.409395 -0.293709, 100.409391 -0.29365, 100.409395 -0.293591, 100.409406 -0.293534, 100.40984 -0.29365))"
BLS016,471016_35,471016_35,BLS016_3,BLS016_3_M,"POLYGON ((101.34567 1.47138, 101.345352 1.471062, 101.345314 1.471107, 101.345281 1.471155, 101.345255 1.471208, 101.345236 1.471264, 101.34567 1.47138))"
LBB211,487211_35,487211_35,LBB211_3,LBB211_3_M,"POLYGON ((99.94664 -0.25718, 99.946322 -0.256862, 99.946367 -0.256824, 99.946415 -0.256791, 99.946468 -0.256765, 99.946524 -0.256746, 99.94664 -0.25718))"
DUM003,476003_35,476003_35,DUM003_3,DUM003_3_M,"POLYGON ((101.53728 1.63771, 101.536833 1.637749, 101.536841 1.637807, 101.536858 1.637864, 101.536882 1.637917, 101.536912 1.637968, 101.53728 1.63771))"
MSJ193,682193_35,682193_35,MSJ193_3,MSJ193_3_M,"POLYGON ((101.11735 -0.7626, 101.117061 -0.762944, 101.117019 -0.762903, 101.116982 -0.762858, 101.116952 -0.762807, 101.116928 -0.762754, 101.11735 -0.7626))"
PAR102,660102_35,660102_35,PAR102_3,PAR102_3_M,"POLYGON ((100.21194 -0.54501, 100.21175 -0.545417, 100.211699 -0.545389, 100.211651 -0.545354, 100.211609 -0.545313, 100.211572 -0.545268, 100.21194 -0.54501))"
BLS148,45148_35,45148_35,BLS148_3,BLS148_3_M,"POLYGON ((101.08518 1.19769, 101.084922 1.197322, 101.084877 1.197359, 101.084836 1.197401, 101.084801 1.197449, 101.084773 1.1975, 101.08518 1.19769))"
PAD537,620537_35,620537_35,PAD537_3,PAD537_3_M,"POLYGON ((100.41329 -1.02737, 100.412856 -1.027254, 100.412875 -1.027198, 100.412901 -1.027145, 100.412934 -1.027097, 100.412972 -1.027052, 100.41329 -1.02737))"
BLS306,471306_35,471306_35,BLS306_3,BLS306_3_M,"POLYGON ((101.16522 1.31389, 101.164902 1.313572, 101.164864 1.313617, 101.164831 1.313665, 101.164805 1.313718, 101.164786 1.313774, 101.16522 1.31389))"
BLS391,471391_35,471391_35,BLS391_3,BLS391_3_M,"POLYGON ((102.42759 1.04555, 102.427272 1.045232, 102.427234 1.045277, 102.427201 1.045325, 102.427175 1.045378, 102.427156 1.045434, 102.42759 1.04555))"
BLS601,45601_35,45601_35,BLS601_3,BLS601_3_M,"POLYGON ((102.25942 1.0574, 102.25923 1.057807, 102.259285 1.057828, 102.259342 1.057842, 102.2594 1.057849, 102.259459 1.057847, 102.25942 1.0574))"
LSK075,661075_35,661075_35,LSK075_3,LSK075_3_M,"POLYGON ((99.84627 -0.01134, 99.845902 -0.011082, 99.845939 -0.011037, 99.845981 -0.010996, 99.846029 -0.010961, 99.84608 -0.010933, 99.84627 -0.01134))"
MSJ096,73096_35,73096_35,MSJ096_3,MSJ096_3_M,"POLYGON ((101.54996 -0.86139, 101.549592 -0.861132, 101.549629 -0.861087, 101.549671 -0.861046, 101.549719 -0.861011, 101.54977 -0.860983, 101.54996 -0.86139))"
BLS618,471618_35,471618_35,BLS618_3,BLS618_3_M,"POLYGON ((101.266 1.0559, 101.265553 1.055861, 101.265551 1.05592, 101.265558 1.055978, 101.265572 1.056035, 101.265593 1.05609, 101.266 1.0559))"
BLS704,471704_35,471704_35,BLS704_3,BLS704_3_M,"POLYGON ((101.16735 1.29926, 101.167032 1.298942, 101.166994 1.298987, 101.166961 1.299035, 101.166935 1.299088, 101.166916 1.299144, 101.16735 1.29926))"
BTM652,465652_35,465652_35,BTM652_3,BTM652_3_M,"POLYGON ((104.02495 1.00566, 104.024516 1.005776, 104.024535 1.005832, 104.024561 1.005885, 104.024594 1.005933, 104.024632 1.005978, 104.02495 1.00566))"
LBB030,487030_35,487030_35,LBB030_3,LBB030_3_M,"POLYGON ((100.40687 -0.27297, 100.406792 -0.273412, 100.406735 -0.273398, 100.40668 -0.273377, 100.406629 -0.273349, 100.406581 -0.273314, 100.40687 -0.27297))"
LSK042,661042_35,661042_35,LSK042_3,LSK042_3_M,"POLYGON ((99.85782 -0.05384, 99.857502 -0.054158, 99.857464 -0.054113, 99.857431 -0.054065, 99.857405 -0.054012, 99.857386 -0.053956, 99.85782 -0.05384))"
PAR154,660154_35,660154_35,PAR154_3,PAR154_3_M,"POLYGON ((100.08848 -0.40843, 100.088112 -0.408688, 100.088082 -0.408637, 100.088058 -0.408584, 100.088041 -0.408527, 100.088033 -0.408469, 100.08848 -0.40843))"
BTM191,465191_35,465191_35,BTM191_3,BTM191_3_M,"POLYGON ((103.93795 1.03804, 103.937543 1.03823, 103.937571 1.038281, 103.937606 1.038329, 103.937647 1.038371, 103.937692 1.038408, 103.93795 1.03804))"
PAR115,660115_35,660115_35,PAR115_3,PAR115_3_M,"POLYGON ((100.25971 -0.62619, 100.259321 -0.625965, 100.259354 -0.625917, 100.259392 -0.625872, 100.259437 -0.625834, 100.259485 -0.625801, 100.25971 -0.62619))"
MSJ085,73085_35,73085_35,MSJ085_3,MSJ085_3_M,"POLYGON ((100.8937 -0.74565, 100.893816 -0.746084, 100.893759 -0.746095, 100.8937 -0.746099, 100.893641 -0.746095, 100.893584 -0.746084, 100.8937 -0.74565))"
LBB246,64246_35,64246_35,LBB246_3,LBB246_3_M,"POLYGON ((100.3259 -0.30528, 100.325582 -0.304962, 100.325627 -0.304924, 100.325675 -0.304891, 100.325728 -0.304865, 100.325784 -0.304846, 100.3259 -0.30528))"
LSK144,661144_35,661144_35,LSK144_3,LSK144_3_M,"POLYGON ((99.88067 0.08098, 99.880248 0.080826, 99.880231 0.080883, 99.880223 0.080941, 99.880221 0.081, 99.880228 0.081058, 99.88067 0.08098))"
MSJ155,682155_35,682155_35,MSJ155_3,MSJ155_3_M,"POLYGON ((100.94365 -0.66198, 100.943243 -0.66217, 100.943222 -0.662115, 100.943208 -0.662058, 100.943201 -0.662, 100.943203 -0.661941, 100.94365 -0.66198))"
PAR116,660116_35,660116_35,PAR116_3,PAR116_3_M,"POLYGON ((100.12119 -0.61035, 100.120822 -0.610092, 100.120859 -0.610047, 100.120901 -0.610006, 100.120949 -0.609971, 100.121 -0.609943, 100.12119 -0.61035))"
DUM215,46215_35,46215_35,DUM215_3,DUM215_3_M,"POLYGON ((101.67599 2.11183, 101.675543 2.111869, 101.675551 2.111927, 101.675568 2.111984, 101.675592 2.112037, 101.675622 2.112088, 101.67599 2.11183))"
LSK210,70210_35,70210_35,LSK210_3,LSK210_3_M,"POLYGON ((99.93299 0.38708, 99.932732 0.387448, 99.932783 0.387478, 99.932836 0.387502, 99.932893 0.387519, 99.932951 0.387527, 99.93299 0.38708))"
MSJ047,682047_35,682047_35,MSJ047_3,MSJ047_3_M,"POLYGON ((101.25777 -0.84297, 101.257336 -0.842854, 101.257355 -0.842798, 101.257381 -0.842745, 101.257414 -0.842697, 101.257452 -0.842652, 101.25777 -0.84297))"
BTM637,465637_35,465637_35,BTM637_3,BTM637_3_M,"POLYGON ((104.00806 1.12083, 104.007742 1.121148, 104.007787 1.121186, 104.007835 1.121219, 104.007888 1.121245, 104.007944 1.121264, 104.00806 1.12083))"
LSK006,70006_35,70006_35,LSK006_3,LSK006_3_M,"POLYGON ((99.62804 0.11356, 99.627606 0.113676, 99.627625 0.113732, 99.627651 0.113785, 99.627684 0.113833, 99.627722 0.113878, 99.62804 0.11356))"
TPJ128,490128_35,490128_35,TPJ128_3,TPJ128_3_M,"POLYGON ((100.21304 -2.79077, 100.212672 -2.790512, 100.212709 -2.790467, 100.212751 -2.790426, 100.212799 -2.790391, 100.21285 -2.790363, 100.21304 -2.79077))"
DAK003,817003_35,817003_35,DAK003_3,DAK003_3_M,"POLYGON ((104.49367 0.01721, 104.493302 0.017468, 104.493339 0.017513, 104.493381 0.017554, 104.493429 0.017589, 104.49348 0.017617, 104.49367 0.01721))"
PAD005,620005_35,620005_35,PAD005_3,PAD005_3_M,"POLYGON ((100.39989 -0.95136, 100.399443 -0.951399, 100.399441 -0.95134, 100.399448 -0.951282, 100.399462 -0.951225, 100.399483 -0.95117, 100.39989 -0.95136))"
PKR514,482514_35,482514_35,PKR514_3,PKR514_3_M,"POLYGON ((102.14848 0.29749, 102.148112 0.297232, 102.148082 0.297283, 102.148058 0.297336, 102.148041 0.297393, 102.148033 0.297451, 102.14848 0.29749))"
TBH397,477397_35,477397_35,TBH397_3,TBH397_3_M,"POLYGON ((103.15705 -0.16602, 103.156603 -0.166059, 103.156601 -0.166, 103.156608 -0.165942, 103.156622 -0.165885, 103.156643 -0.16583, 103.15705 -0.16602))"
RAP315,789315_35,789315_35,RAP315_3,RAP315_3_M,"POLYGON ((100.392 2.29371, 100.391632 2.293968, 100.391669 2.294013, 100.391711 2.294054, 100.391759 2.294089, 100.39181 2.294117, 100.392 2.29371))"
PNN114,664114_35,664114_35,PNN114_3,PNN114_3_M,"POLYGON ((100.9119 -2.07125, 100.911675 -2.070861, 100.911728 -2.070835, 100.911784 -2.070816, 100.911841 -2.070805, 100.9119 -2.070801, 100.9119 -2.07125))"
PNN123,664123_35,664123_35,PNN123_3,PNN123_3_M,"POLYGON ((100.9364 -1.98322, 100.936142 -1.982852, 100.936193 -1.982822, 100.936246 -1.982798, 100.936303 -1.982781, 100.936361 -1.982773, 100.9364 -1.98322))"
RAI283,60283_35,60283_35,RAI283_3,RAI283_3_M,"POLYGON ((108.08566 3.64407, 108.08547 3.644477, 108.085525 3.644498, 108.085582 3.644512, 108.08564 3.644519, 108.085699 3.644517, 108.08566 3.64407))"
PNN212,664212_35,664212_35,PNN212_3,PNN212_3_M,"POLYGON ((100.83603 -1.79592, 100.835712 -1.796238, 100.835674 -1.796193, 100.835641 -1.796145, 100.835615 -1.796092, 100.835596 -1.796036, 100.83603 -1.79592))"
LBB037,487037_35,487037_35,LBB037_3,LBB037_3_M,"POLYGON ((100.45565 -0.26981, 100.455534 -0.270244, 100.455478 -0.270225, 100.455425 -0.270199, 100.455377 -0.270166, 100.455332 -0.270128, 100.45565 -0.26981))"
LBB042,487042_35,487042_35,LBB042_3,LBB042_3_M,"POLYGON ((100.19867 -0.24909, 100.198236 -0.248974, 100.198255 -0.248918, 100.198281 -0.248865, 100.198314 -0.248817, 100.198352 -0.248772, 100.19867 -0.24909))"
PAY559,663559_35,663559_35,PAY559_3,PAY559_3_M,"POLYGON ((100.60905 -0.21761, 100.608616 -0.217726, 100.608605 -0.217669, 100.608601 -0.21761, 100.608605 -0.217551, 100.608616 -0.217494, 100.60905 -0.21761))"
PNN112,72112_35,72112_35,PNN112_3,PNN112_3_M,"POLYGON ((100.55626 -1.31891, 100.555892 -1.318652, 100.555929 -1.318607, 100.555971 -1.318566, 100.556019 -1.318531, 100.55607 -1.318503, 100.55626 -1.31891))"
PNN330,664330_35,664330_35,PNN330_3,PNN330_3_M,"POLYGON ((100.60859 -1.26696, 100.608156 -1.267076, 100.608145 -1.267019, 100.608141 -1.26696, 100.608145 -1.266901, 100.608156 -1.266844, 100.60859 -1.26696))"
TBH047,477047_35,477047_35,TBH047_3,TBH047_3_M,"POLYGON ((103.5317 -0.27225, 103.531293 -0.27206, 103.531321 -0.272009, 103.531356 -0.271961, 103.531397 -0.271919, 103.531442 -0.271882, 103.5317 -0.27225))"
PKR078,482078_35,482078_35,PKR078_3,PKR078_3_M,"POLYGON ((101.9153 0.25798, 101.914866 0.258096, 101.914885 0.258152, 101.914911 0.258205, 101.914944 0.258253, 101.914982 0.258298, 101.9153 0.25798))"
PAR268,69268_35,69268_35,PAR268_3,PAR268_3_M,"POLYGON ((100.1881 -0.57068, 100.187782 -0.570362, 100.187827 -0.570324, 100.187875 -0.570291, 100.187928 -0.570265, 100.187984 -0.570246, 100.1881 -0.57068))"
PPN174,54174_35,54174_35,PPN174_3,PPN174_3_M,"POLYGON ((100.84066 1.02567, 100.840506 1.026092, 100.840563 1.026109, 100.840621 1.026117, 100.84068 1.026119, 100.840738 1.026112, 100.84066 1.02567))"
PPN323,485323_35,485323_35,PPN323_3,PPN323_3_M,"POLYGON ((100.66622 1.03435, 100.665852 1.034092, 100.665822 1.034143, 100.665798 1.034196, 100.665781 1.034253, 100.665773 1.034311, 100.66622 1.03435))"
PPN536,54536_35,54536_35,PPN536_3,PPN536_3_M,"POLYGON ((100.44303 1.3567, 100.44284 1.357107, 100.442895 1.357128, 100.442952 1.357142, 100.44301 1.357149, 100.443069 1.357147, 100.44303 1.3567))"
PPN552,54552_35,54552_35,PPN552_3,PPN552_3_M,"POLYGON ((100.59521 1.09741, 100.59502 1.097817, 100.595075 1.097838, 100.595132 1.097852, 100.59519 1.097859, 100.595249 1.097857, 100.59521 1.09741))"
PPN594,485594_35,485594_35,PPN594_3,PPN594_3_M,"POLYGON ((100.65792 0.8376, 100.657602 0.837918, 100.657647 0.837956, 100.657695 0.837989, 100.657748 0.838015, 100.657804 0.838034, 100.65792 0.8376))"
PPN613,485613_35,485613_35,PPN613_3,PPN613_3_M,"POLYGON ((101.05533 0.8486, 101.055012 0.848918, 101.055057 0.848956, 101.055105 0.848989, 101.055158 0.849015, 101.055214 0.849034, 101.05533 0.8486))"
PPN676,485676_35,485676_35,PPN676_3,PPN676_3_M,"POLYGON ((100.77075 0.49463, 100.77094 0.494223, 100.770885 0.494202, 100.770828 0.494188, 100.77077 0.494181, 100.770711 0.494183, 100.77075 0.49463))"
RGT079,48079_35,48079_35,RGT079_3,RGT079_3_M,"POLYGON ((102.57354 -0.38957, 102.573106 -0.389454, 102.573125 -0.389398, 102.573151 -0.389345, 102.573184 -0.389297, 102.573222 -0.389252, 102.57354 -0.38957))"
RGT146,478146_35,478146_35,RGT146_3,RGT146_3_M,"POLYGON ((102.0815 -0.34704, 102.081182 -0.346722, 102.081227 -0.346684, 102.081275 -0.346651, 102.081328 -0.346625, 102.081384 -0.346606, 102.0815 -0.34704))"
SLK587,681587_35,681587_35,SLK587_3,SLK587_3_M,"POLYGON ((101.25766 -1.57545, 101.257342 -1.575132, 101.257387 -1.575094, 101.257435 -1.575061, 101.257488 -1.575035, 101.257544 -1.575016, 101.25766 -1.57545))"
PPN524,485524_35,485524_35,PPN524_3,PPN524_3_M,"POLYGON ((100.62213 0.60091, 100.62194 0.600503, 100.621889 0.600531, 100.621841 0.600566, 100.621799 0.600607, 100.621762 0.600652, 100.62213 0.60091))"
PPN598,54598_35,54598_35,PPN598_3,PPN598_3_M,"POLYGON ((100.28506 0.98663, 100.284742 0.986948, 100.284787 0.986986, 100.284835 0.987019, 100.284888 0.987045, 100.284944 0.987064, 100.28506 0.98663))"
PPN077,485077_35,485077_35,PPN077_3,PPN077_3_M,"POLYGON ((100.30576 1.03037, 100.305442 1.030052, 100.305404 1.030097, 100.305371 1.030145, 100.305345 1.030198, 100.305326 1.030254, 100.30576 1.03037))"
PAY544,71544_35,71544_35,PAY544_3,PAY544_3_M,"POLYGON ((100.56796 -0.08012, 100.567592 -0.079862, 100.567629 -0.079817, 100.567671 -0.079776, 100.567719 -0.079741, 100.56777 -0.079713, 100.56796 -0.08012))"
PAY535,71535_35,71535_35,PAY535_3,PAY535_3_M,"POLYGON ((100.51695 0.24981, 100.516528 0.249656, 100.516511 0.249713, 100.516503 0.249771, 100.516501 0.24983, 100.516508 0.249888, 100.51695 0.24981))"
PAY543,663543_35,663543_35,PAY543_3,PAY543_3_M,"POLYGON ((100.58952 -0.30198, 100.589086 -0.301864, 100.589105 -0.301808, 100.589131 -0.301755, 100.589164 -0.301707, 100.589202 -0.301662, 100.58952 -0.30198))"
RGT161,48161_35,48161_35,RGT161_3,RGT161_3_M,"POLYGON ((102.25306 -0.65902, 102.252626 -0.659136, 102.252615 -0.659079, 102.252611 -0.65902, 102.252615 -0.658961, 102.252626 -0.658904, 102.25306 -0.65902))"
SLK559,681559_35,681559_35,SLK559_3,SLK559_3_M,"POLYGON ((100.6189 -0.92298, 100.618822 -0.923422, 100.618765 -0.923408, 100.61871 -0.923387, 100.618659 -0.923359, 100.618611 -0.923324, 100.6189 -0.92298))"
PPN638,485638_35,485638_35,PPN638_3,PPN638_3_M,"POLYGON ((100.43384 0.57296, 100.433472 0.572702, 100.433442 0.572753, 100.433418 0.572806, 100.433401 0.572863, 100.433393 0.572921, 100.43384 0.57296))"
SLK513,681513_35,681513_35,SLK513_3,SLK513_3_M,"POLYGON ((100.71852 -0.9493, 100.718113 -0.94911, 100.718141 -0.949059, 100.718176 -0.949011, 100.718217 -0.948969, 100.718262 -0.948932, 100.71852 -0.9493))"
PKR194,482194_35,482194_35,PKR194_3,PKR194_3_M,"POLYGON ((102.50743 0.2636, 102.507391 0.263153, 102.507333 0.263161, 102.507276 0.263178, 102.507223 0.263202, 102.507172 0.263232, 102.50743 0.2636))"
RGT083,478083_35,478083_35,RGT083_3,RGT083_3_M,"POLYGON ((102.54755 -0.37422, 102.547232 -0.374538, 102.547194 -0.374493, 102.547161 -0.374445, 102.547135 -0.374392, 102.547116 -0.374336, 102.54755 -0.37422))"
PPN228,54228_35,54228_35,PPN228_3,PPN228_3_M,"POLYGON ((100.19122 0.95497, 100.190773 0.955009, 100.190781 0.955067, 100.190798 0.955124, 100.190822 0.955177, 100.190852 0.955228, 100.19122 0.95497))"
SLK525,681525_35,681525_35,SLK525_3,SLK525_3_M,"POLYGON ((100.63699 -1.00213, 100.636672 -1.001812, 100.636717 -1.001774, 100.636765 -1.001741, 100.636818 -1.001715, 100.636874 -1.001696, 100.63699 -1.00213))"
TBH672,477672_35,477672_35,TBH672_3,TBH672_3_M,"POLYGON ((103.19616 -0.14911, 103.195753 -0.14892, 103.195781 -0.148869, 103.195816 -0.148821, 103.195857 -0.148779, 103.195902 -0.148742, 103.19616 -0.14911))"
UJT623,483623_35,483623_35,UJT623_3,UJT623_3_M,"POLYGON ((100.91308 1.62919, 100.912633 1.629151, 100.912631 1.62921, 100.912638 1.629268, 100.912652 1.629325, 100.912673 1.62938, 100.91308 1.62919))"
SSI911,486911_35,486911_35,SSI911_3,SSI911_3_M,"POLYGON ((101.6523 0.68843, 101.652416 0.687996, 101.652359 0.687985, 101.6523 0.687981, 101.652241 0.687985, 101.652184 0.687996, 101.6523 0.68843))"
PPN179,485179_35,485179_35,PPN179_3,PPN179_3_M,"POLYGON ((100.72119 0.78217, 100.720872 0.782488, 100.720917 0.782526, 100.720965 0.782559, 100.721018 0.782585, 100.721074 0.782604, 100.72119 0.78217))"
SSI668,486668_35,486668_35,SSI668_3,SSI668_3_M,"POLYGON ((102.11109 1.00885, 102.111129 1.008403, 102.11107 1.008401, 102.111012 1.008408, 102.110955 1.008422, 102.1109 1.008443, 102.11109 1.00885))"
TBH011,477011_35,477011_35,TBH011_3,TBH011_3_M,"POLYGON ((103.18807 -0.26261, 103.187954 -0.263044, 103.187898 -0.263025, 103.187845 -0.262999, 103.187797 -0.262966, 103.187752 -0.262928, 103.18807 -0.26261))"
TAK028,480028_35,480028_35,TAK028_3,TAK028_3_M,"POLYGON ((101.75833 -0.56325, 101.757896 -0.563366, 101.757885 -0.563309, 101.757881 -0.56325, 101.757885 -0.563191, 101.757896 -0.563134, 101.75833 -0.56325))"
TBH100,477100_35,477100_35,TBH100_3,TBH100_3_M,"POLYGON ((103.21219 -0.31183, 103.211872 -0.311512, 103.211917 -0.311474, 103.211965 -0.311441, 103.212018 -0.311415, 103.212074 -0.311396, 103.21219 -0.31183))"
TBH055,47055_35,47055_35,TBH055_3,TBH055_3_M,"POLYGON ((103.08384 -0.11225, 103.08365 -0.112657, 103.083599 -0.112629, 103.083551 -0.112594, 103.083509 -0.112553, 103.083472 -0.112508, 103.08384 -0.11225))"
